,wine,variety,country,points,price,taster,twitter handle
76240,Kaena 2013 La Presa Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,88,25.0,Matt Kettmann,@mattkettmann
76268,Henri Bourgeois 2012 Les Baronnes  (Sancerre),Sauvignon Blanc,France,87,23.0,Roger Voss,@vossroger
76297,Domaine Fouassier 2014 Clos Paradis  (Sancerre),Sauvignon Blanc,France,92,29.0,Roger Voss,@vossroger
76299,Domaine Vacheron 2014 Guigne-Chèvres  (Sancerre),Sauvignon Blanc,France,92,65.0,Roger Voss,@vossroger
76304,Joseph Mellot 2014 Grande Cuvée des Edvins  (Pouilly-Fumé),Sauvignon Blanc,France,92,59.0,Roger Voss,@vossroger
76326,Wellington 2006 Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,US,84,14.0,,
76364,Holman Ranch 2011 Estate Grown Sauvignon Blanc (Carmel Valley),Sauvignon Blanc,US,86,20.0,,
76369,Santa Barbara Winery 2011 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,86,15.0,,
76419,Buttonwood 2015 Musqué Sauvignon Blanc,Sauvignon Blanc,US,90,20.0,Matt Kettmann,@mattkettmann
76422,Château de Tracy 2014  Pouilly-Fumé,Sauvignon Blanc,France,90,30.0,Roger Voss,@vossroger
76425,Cono Sur 2015 Single Vineyard Block No. 10 Loma Roja Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,90,20.0,Michael Schachner,@wineschach
76435,Michel Redde et Fils 2014 La Moynerie  (Pouilly-Fumé),Sauvignon Blanc,France,90,30.0,Roger Voss,@vossroger
76436,Pascal Jolivet 2014 Clos du Roy  (Sancerre),Sauvignon Blanc,France,90,43.0,Roger Voss,@vossroger
76441,Astrolabe 2015 Province Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,24.0,Joe Czerwinski,@JoeCz
76473,Matetic 2009 EQ Sauvignon Blanc (San Antonio),Sauvignon Blanc,Chile,88,20.0,Michael Schachner,@wineschach
76482,Hogue 2009 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,11.0,Paul Gregutt,@paulgwine 
76548,Henri Bourgeois 2009 En Travertin  (Pouilly-Fumé),Sauvignon Blanc,France,89,,Roger Voss,@vossroger
76562,Casas del Bosque 2010 Gran Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,16.0,Michael Schachner,@wineschach
76612,Columbia Crest 2011 Reserve Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,20.0,Paul Gregutt,@paulgwine 
76668,Château Bertinerie 2012  Blaye Côtes de Bordeaux,Sauvignon Blanc,France,85,14.0,Roger Voss,@vossroger
76785,Foppiano 2016 Estate Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,88,15.0,Virginie Boone,@vboone
76792,Leto 2015 The Hidden One Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,87,22.0,Virginie Boone,@vboone
76835,Byington 2014 Liage Sauvignon Blanc (Monterey County),Sauvignon Blanc,US,87,25.0,Matt Kettmann,@mattkettmann
76909,Paralelo 2012 Emblema Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Mexico,87,28.0,Michael Schachner,@wineschach
76939,J. Scott Cellars 2015 Sauvignon Blanc (Southern Oregon),Sauvignon Blanc,US,91,18.0,Paul Gregutt,@paulgwine 
76941,Calstar Cellars 2014 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,91,20.0,Virginie Boone,@vboone
76953,Armida 2015 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,91,25.0,Virginie Boone,@vboone
76955,Barons V 2011 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,91,15.0,Paul Gregutt,@paulgwine 
76997,Mercy 2013 Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,92,20.0,Matt Kettmann,@mattkettmann
77052,Domaine Girard 2016 Benoît Girard  (Sancerre),Sauvignon Blanc,France,87,25.0,Roger Voss,@vossroger
77054,Eric Louis 2016 Sauvignon Blanc (Vin de France),Sauvignon Blanc,France,87,12.0,Roger Voss,@vossroger
77056,Florian Roblin 2015 Champ Gibault Sauvignon Blanc (Coteaux du Giennois),Sauvignon Blanc,France,87,30.0,Roger Voss,@vossroger
77061,James Charles 2016 Sauvignon Blanc (Virginia),Sauvignon Blanc,US,87,26.0,Carrie Dykes,
77071,Duckhorn 2016 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,86,30.0,Virginie Boone,@vboone
77116,Capaia 2007 Blue Grove Hill Sauvignon Blanc (Philadelphia),Sauvignon Blanc,South Africa,87,19.0,Susan Kostrzewa,@suskostrzewa
77137,Tokara 2011 Sauvignon Blanc (Western Cape),Sauvignon Blanc,South Africa,88,16.0,Lauren Buzzeo,@laurbuzz
77146,Va Piano 2011 Brunos Blend Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,15.0,Paul Gregutt,@paulgwine 
77155,Foxen 7200 2015 Vogelzang Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,US,90,28.0,Matt Kettmann,@mattkettmann
77191,Kitá 2016 Camp 4 Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,90,24.0,Matt Kettmann,@mattkettmann
77209,Adega Mãe 2014 Sauvignon Blanc (Lisboa),Sauvignon Blanc,Portugal,82,19.0,Roger Voss,@vossroger
77319,Pascal Jolivet 2010 Les Terres Blanches  (Pouilly-Fumé),Sauvignon Blanc,France,90,,Roger Voss,@vossroger
77425,Tamar Ridge 2006 Sauvignon Blanc (Tasmania),Sauvignon Blanc,Australia,87,25.0,,
77468,Kim Crawford 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,18.0,Joe Czerwinski,@JoeCz
77471,Sileni 2014 The Straits Reserve Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,17.0,Joe Czerwinski,@JoeCz
77476,Rios de Chile 2011 Limited Edition Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,87,17.0,Michael Schachner,@wineschach
77482,Jean Reverdy et Fils 2011 La Reine Blanche  (Sancerre),Sauvignon Blanc,France,87,24.0,Roger Voss,@vossroger
77486,Kriselle 2011 Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,US,87,19.0,Sean P. Sullivan,@wawinereport
77536,Tussock Jumper 2016 Sauvignon Blanc (New Zealand),Sauvignon Blanc,New Zealand,88,15.0,Joe Czerwinski,@JoeCz
77581,Alienor 2010 Sauvignon Blanc (Lake County),Sauvignon Blanc,US,91,36.0,Virginie Boone,@vboone
77636,Domaines Barons de Rothschild (Lafite) 2008 Los Vascos Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,14.0,Michael Schachner,@wineschach
77637,Emiliana 2008 Novas Limited Selection Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,17.0,Michael Schachner,@wineschach
77643,Carmen 2008 Reserve Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,14.0,Michael Schachner,@wineschach
77644,Casas del Bosque 2008 Gran Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,89,14.0,Michael Schachner,@wineschach
77650,Backsberg 2011 Sauvignon Blanc (Coastal Region),Sauvignon Blanc,South Africa,88,16.0,Lauren Buzzeo,@laurbuzz
77673,Three Rivers 2012 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,88,16.0,Paul Gregutt,@paulgwine 
77719,Barker's Marque 2007 ranga.ranga. Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,83,12.0,Joe Czerwinski,@JoeCz
77754,Alma Sol 2013 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,US,86,18.0,Matt Kettmann,@mattkettmann
77770,Amici 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,91,25.0,Virginie Boone,@vboone
77856,Lola Kay 2011 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,85,16.0,,
77887,Dancing Flame 2015 Ojos del Salado Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chile,85,10.0,Michael Schachner,@wineschach
77956,Gross 2013 Jakobi Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,90,,Anne Krebiehl MW,@AnneInVino
77978,Yealands 2016 Single Vineyard Sauvignon Blanc (Awatere Valley),Sauvignon Blanc,New Zealand,90,25.0,Joe Czerwinski,@JoeCz
78080,Sylvester 2007 Sauvignon Blanc (California),Sauvignon Blanc,US,84,15.0,,
78091,Woodward Canyon 2011 Estate Sauvignon Blanc (Walla Walla Valley (WA)),Sauvignon Blanc,US,92,26.0,Paul Gregutt,@paulgwine 
78115,Gainey 2010 Limited Selection Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,92,19.0,,
78153,Domaine Patrice Moreux 2012 La Loge aux Moines  (Pouilly-Fumé),Sauvignon Blanc,France,87,26.0,Roger Voss,@vossroger
78158,Josh Cellars 2012 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,13.0,Virginie Boone,@vboone
78162,Benziger 2013 Sauvignon Blanc (North Coast),Sauvignon Blanc,US,87,15.0,Jim Gordon,@gordone_cellars
78164,Happy Canyon Vineyard 2012 Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,US,87,21.0,Matt Kettmann,@mattkettmann
78167,Closerie du Bailli 2011 Tradition  (Côtes de Bourg),Sauvignon Blanc,France,87,16.0,Roger Voss,@vossroger
78168,Domaine Jean Teiller 2012  Menetou-Salon,Sauvignon Blanc,France,87,22.0,Roger Voss,@vossroger
78184,Duckhorn 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,90,29.0,Virginie Boone,@vboone
78202,Kenefick Ranch 2014 Estate Grown Sauvignon Blanc (Calistoga),Sauvignon Blanc,US,90,24.0,Virginie Boone,@vboone
78209,Manfred Tement 2011 Zieregg Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,93,55.0,Anne Krebiehl MW,@AnneInVino
78324,Rutherford Grove 2007 Pestoni Family Estate Sauvignon Blanc (Rutherford),Sauvignon Blanc,US,86,18.0,,
78338,Chasing Venus 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,86,16.0,Joe Czerwinski,@JoeCz
78398,Deep Sea 2009 Coquina Sauvignon Blanc (Arroyo Grande Valley),Sauvignon Blanc,US,90,32.0,,
78411,Neumeister 2006 Klausen Sauvignon Blanc (Südoststeiermark),Sauvignon Blanc,Austria,90,29.0,Roger Voss,@vossroger
78420,Winkler-Hermaden 2006 Kirchleiten Sauvignon Blanc (Südoststeiermark),Sauvignon Blanc,Austria,90,34.0,Roger Voss,@vossroger
78454,Babich 2008 Black Label Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,18.0,Joe Czerwinski,@JoeCz
78475,Cederberg 2008 Sauvignon Blanc (Cederberg),Sauvignon Blanc,South Africa,86,17.0,Susan Kostrzewa,@suskostrzewa
78480,Spice Route 2007 Sauvignon Blanc (Darling),Sauvignon Blanc,South Africa,86,15.0,Susan Kostrzewa,@suskostrzewa
78541,Fritz 2013 Estate Grown Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,US,89,25.0,Virginie Boone,@vboone
78553,Lincourt 2014 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,87,18.0,Matt Kettmann,@mattkettmann
78575,Four Sisters 2015 Sauvignon Blanc (Central Victoria),Sauvignon Blanc,Australia,87,14.0,Joe Czerwinski,@JoeCz
78581,Daniel Chotard 2015 Les Cris  (Sancerre),Sauvignon Blanc,France,94,39.0,Roger Voss,@vossroger
78582,Domaine Bernard Fleuriet et Fils 2015 Pur Jus  (Sancerre),Sauvignon Blanc,France,94,50.0,Roger Voss,@vossroger
78592,Domaine Roger & Christophe Moreux 2015 Les Monts Damnés  (Sancerre),Sauvignon Blanc,France,93,35.0,Roger Voss,@vossroger
78593,Domaine Vacheron 2015 Chambrates  (Sancerre),Sauvignon Blanc,France,93,65.0,Roger Voss,@vossroger
78600,Joseph Mellot 2014 Cuvée Pierre Etienne  (Sancerre),Sauvignon Blanc,France,93,90.0,Roger Voss,@vossroger
78616,Guy Saget 2010 Domaine de la Perrière  (Sancerre),Sauvignon Blanc,France,89,,Roger Voss,@vossroger
78638,Shooting Star 2016 Sauvignon Blanc (Lake County),Sauvignon Blanc,US,87,14.0,Jim Gordon,@gordone_cellars
78648,Raphael 2016 Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,US,87,19.0,Anna Lee C. Iijima,
78650,Sannino 2016 Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,US,87,20.0,Anna Lee C. Iijima,
78677,François Millet 2011 Tentation Blanc  (Sancerre),Sauvignon Blanc,France,91,35.0,Roger Voss,@vossroger
78686,Eric Cottat 2012 La Vallée des Vignes  (Sancerre),Sauvignon Blanc,France,83,,Roger Voss,@vossroger
78733,Valley View 2012 Anna Maria Late Harvest Sauvignon Blanc (Rogue Valley),Sauvignon Blanc,US,92,26.0,Paul Gregutt,@paulgwine 
78832,Henri Bourgeois 2013 La Bourgeoise  (Sancerre),Sauvignon Blanc,France,93,40.0,Roger Voss,@vossroger
78841,Domaine Jean-Paul Picard 2014 Cuvée Prestige  (Sancerre),Sauvignon Blanc,France,93,31.0,Roger Voss,@vossroger
78866,Chilensis 2008 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,82,12.0,Michael Schachner,@wineschach
78900,Domaine Philippe Raimbault 2015 Apud Sariacum  (Sancerre),Sauvignon Blanc,France,90,25.0,Roger Voss,@vossroger
78901,Domaine Roger & Christophe Moreux 2015 Les Bouffants  (Sancerre),Sauvignon Blanc,France,90,30.0,Roger Voss,@vossroger
78918,Canyon Road 2001 Sauvignon Blanc (California),Sauvignon Blanc,US,86,9.0,,
78920,Dry Creek Vineyard 2000 Soleil--Limited Edition Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,86,20.0,,
78933,Trinchero 2000 Sauvignon Blanc (California),Sauvignon Blanc,US,85,12.0,,
78935,Gordon Brothers 2001 Katie's Vineyard Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,85,12.0,Paul Gregutt,@paulgwine 
78944,Refugio Ranch 2016 Tiradora Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,US,88,,Matt Kettmann,@mattkettmann
78978,Domaine Patrice Moreux 2012  Pouilly-Fumé,Sauvignon Blanc,France,85,21.0,Roger Voss,@vossroger
78979,Henry Brochard 2012 Sauvignon Blanc (Val de Loire),Sauvignon Blanc,France,85,13.0,Roger Voss,@vossroger
78980,Jean Reverdy et Fils 2012 La Reine Blanche  (Sancerre),Sauvignon Blanc,France,85,24.0,Roger Voss,@vossroger
78994,Sutcliffe 2012 Sauvignon Blanc (Colorado),Sauvignon Blanc,US,85,25.0,,
78995,Vincent Grall 2012  Sancerre,Sauvignon Blanc,France,85,24.0,Roger Voss,@vossroger
79046,Sidewood 2010 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Australia,87,18.0,Joe Czerwinski,@JoeCz
79145,Sileni 2015 Cellar Selection Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,85,13.0,Joe Czerwinski,@JoeCz
79150,Hunky Dory 2016 Made With Organic Grapes Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,85,16.0,Joe Czerwinski,@JoeCz
79157,Domaine D'en Ségur 2015 Sauvignon Blanc (Côtes du Tarn),Sauvignon Blanc,France,85,12.0,Roger Voss,@vossroger
79165,Georges Vigouroux 2016 Tradition Familiale Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,France,85,13.0,Roger Voss,@vossroger
79191,Duckhorn 2015 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,30.0,Virginie Boone,@vboone
79262,Hanna 2016 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,86,20.0,Virginie Boone,@vboone
79268,Simi 2016 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,86,16.0,Virginie Boone,@vboone
79272,Viña Casablanca 2016 Cefiro Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,86,12.0,Michael Schachner,@wineschach
79342,Barlow 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,85,18.0,,
79358,Hanna 2012 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,85,18.0,,
79366,Sobon Estate 2012 Sauvignon Blanc (California),Sauvignon Blanc,US,85,11.0,Virginie Boone,@vboone
79376,Tangent 2014 Paragon Vineyard Sauvignon Blanc (Edna Valley),Sauvignon Blanc,US,90,13.0,Matt Kettmann,@mattkettmann
79388,Whitehaven 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,20.0,Joe Czerwinski,@JoeCz
79390,Lake Chalice 2014 The Nest Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,15.0,Joe Czerwinski,@JoeCz
79412,Steininger 2011 Sekt Sauvignon Blanc (Österreichischer Sekt),Sauvignon Blanc,Austria,89,32.0,Roger Voss,@vossroger
79416,Lackner Tinnacher 2012 Steirische Klassik Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,89,24.0,Roger Voss,@vossroger
79417,Brutocao 2012 Feliz Vineyard Sauvignon Blanc (Mendocino),Sauvignon Blanc,US,89,14.0,Virginie Boone,@vboone
79430,De Ladoucette 2006  Pouilly-Fumé,Sauvignon Blanc,France,89,,Roger Voss,@vossroger
79434,Roger et Didier Raimbault 2008  Sancerre,Sauvignon Blanc,France,89,,Roger Voss,@vossroger
79503,Wildhurst 2013 Reserve Sauvignon Blanc (Lake County),Sauvignon Blanc,US,91,14.0,Jim Gordon,@gordone_cellars
79568,Groth 2011 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,84,20.0,,
79583,Clif Family 2011 Rte. Blanc Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,84,20.0,,
79622,Domaine Masson-Blondelet 2008 Thauvenay  (Sancerre),Sauvignon Blanc,France,90,24.0,Roger Voss,@vossroger
79631,Domaine Fouassier 2008 Les Chasseignes  (Sancerre),Sauvignon Blanc,France,89,23.0,Roger Voss,@vossroger
79637,La Honda Winery 2016 Sauvignon Blanc (Santa Cruz Mountains),Sauvignon Blanc,US,91,24.0,Matt Kettmann,@mattkettmann
79691,R & B Cellars 2006 Serenade in Blanc Sauvignon Blanc (California),Sauvignon Blanc,US,82,12.0,,
79698,Rayun 2015 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chile,82,8.0,Michael Schachner,@wineschach
79701,Domaines Barons de Rothschild (Lafite) 2015 Los Vascos Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,82,14.0,Michael Schachner,@wineschach
79705,Chilensis 2014 Reserva Estate Bottled Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,82,10.0,Michael Schachner,@wineschach
79707,L.A. Cetto 2013 Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Mexico,82,13.0,Michael Schachner,@wineschach
79796,Salvestrin 2013 LeBlanc Crystal Springs Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,90,24.0,Virginie Boone,@vboone
79800,Trione 2013 River Road Ranch Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,US,90,23.0,Virginie Boone,@vboone
79804,Ventana 2013 Estate Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,US,90,22.0,Matt Kettmann,@mattkettmann
79834,Roger et Didier Raimbault 2015 Les Belles Côtes  (Sancerre),Sauvignon Blanc,France,89,46.0,Roger Voss,@vossroger
79848,Château Mémoires 2012  Bordeaux Blanc,Sauvignon Blanc,France,84,,Roger Voss,@vossroger
79862,Urlar 2014 Sauvignon Blanc (Wairarapa),Sauvignon Blanc,New Zealand,84,16.0,Joe Czerwinski,@JoeCz
79865,Santa Helena 2013 Gran Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Chile,84,15.0,Michael Schachner,@wineschach
79868,Cono Sur 2016 Bicicleta Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chile,84,12.0,Michael Schachner,@wineschach
79871,Chilensis 2015 Reserva Estate Bottled Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chile,84,10.0,Michael Schachner,@wineschach
79873,Concha y Toro 2016 Casillero del Diablo Reserva Sauvignon Blanc (Chile),Sauvignon Blanc,Chile,83,11.0,Michael Schachner,@wineschach
79879,Undurraga 2015 T.H.Terroir Hunter Lo Abarca Sauvignon Blanc (San Antonio),Sauvignon Blanc,Chile,83,22.0,Michael Schachner,@wineschach
79886,La Fortuna 2014 Twelvestones Estate Grown and Bottled Sauvignon Blanc (Chile),Sauvignon Blanc,Chile,83,10.0,Michael Schachner,@wineschach
80015,Quintay 2013 Grand Reserve Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,90,16.0,Michael Schachner,@wineschach
80016,Ritual 2013 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,90,18.0,Michael Schachner,@wineschach
80018,Sattlerhof 2013 Gamlitzer Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,90,31.0,Anne Krebiehl MW,@AnneInVino
80080,Sattlerhof 2011 Sernauberg Erste Lage Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Austria,92,38.0,Roger Voss,@vossroger
80090,Amador Foothill Winery 2013 Sauvignon Blanc (Shenandoah Valley (CA)),Sauvignon Blanc,US,87,14.0,Jim Gordon,@gordone_cellars
80091,Apsara 2014 Kick Ranch Sauvignon Blanc (Sonoma County),Sauvignon Blanc,US,87,26.0,Virginie Boone,@vboone
80144,Markham 2015 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,88,19.0,Virginie Boone,@vboone
80185,DeMorgenzon 2015 DMZ Sauvignon Blanc (Western Cape),Sauvignon Blanc,South Africa,88,18.0,Lauren Buzzeo,@laurbuzz
80218,Domaine du Tariquet 2014 Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,France,86,13.0,Roger Voss,@vossroger
80234,Inurrieta 2013 Orchidea Sauvignon Blanc (Navarra),Sauvignon Blanc,Spain,86,13.0,Michael Schachner,@wineschach
80278,Mount Fishtail 2014 Single Vineyard Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,88,15.0,Joe Czerwinski,@JoeCz
80279,Nobilo 2014 Icon Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,88,22.0,Joe Czerwinski,@JoeCz
80282,Villa Maria 2014 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,88,13.0,Joe Czerwinski,@JoeCz
80305,CK Mondavi 2014 Willow Springs Sauvignon Blanc (California),Sauvignon Blanc,US,85,7.0,Jim Gordon,@gordone_cellars
80360,Stevens 2009 AfterThought Sauvignon Blanc (Yakima Valley),Sauvignon Blanc,US,91,19.0,Paul Gregutt,@paulgwine 
80410,Captûre 2010 Tradition Sauvignon Blanc (Lake County-Sonoma County),Sauvignon Blanc,US,87,30.0,,
80500,Girard 2013 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,90,16.0,Virginie Boone,@vboone
80514,Barker's Marque 2015 Arona Certified Sustainable Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,89,13.0,Joe Czerwinski,@JoeCz
80552,Margerum 2011 D Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,US,92,36.0,,
80577,Hosmer 2014 Sauvignon Blanc (Cayuga Lake),Sauvignon Blanc,US,87,16.0,Anna Lee C. Iijima,
80578,Joseph Mellot 2014 Le Troncsec  (Pouilly-Fumé),Sauvignon Blanc,France,87,30.0,Roger Voss,@vossroger
80624,O. Fournier 2008 Centauri Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Chile,91,18.0,Michael Schachner,@wineschach
80634,3 Stones 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,15.0,Joe Czerwinski,@JoeCz
80647,Kim Crawford 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,90,19.0,Joe Czerwinski,@JoeCz
80671,Saint Clair 2013 Pioneer Block 24 Arthur Sauvignon Blanc (Marlborough),Sauvignon Blanc,New Zealand,91,27.0,Joe Czerwinski,@JoeCz
80724,Manfred Tement 2012 Grassnitzberg Erste Lage Sauvignon Blanc (Südoststeiermark),Sauvignon Blanc,Austria,93,,Roger Voss,@vossroger
80763,Château Berthenon 2016  Blaye Côtes de Bordeaux,Sauvignon Blanc,France,87,15.0,Roger Voss,@vossroger
80803,Quintessa 2010 Illumination Sauvignon Blanc (Napa-Sonoma),Sauvignon Blanc,US,86,40.0,,
80804,Tololo 2011 Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Chile,86,9.0,Michael Schachner,@wineschach
80809,Viña Casablanca 2010 Cefiro Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Chile,86,12.0,Michael Schachner,@wineschach
80815,Bodkin NV Extra Dry Cuvee Januariis Blanc de Sauvignon Blanc (Lake County),Sauvignon Blanc,US,89,22.0,Jim Gordon,@gordone_cellars
80840,Reustle 2013 Prayer Rock Vineyards Talitha Cumi Bloc Sauvignon Blanc (Umpqua Valley),Sauvignon Blanc,US,89,23.0,Sean P. Sullivan,@wawinereport
80854,Domaine Bernard Fleuriet et Fils 2015 La Baronne  (Sancerre),Sauvignon Blanc,France,93,40.0,Roger Voss,@vossroger
80856,Michel Redde et Fils 2015 La Moynerie  (Pouilly-Fumé),Sauvignon Blanc,France,93,30.0,Roger Voss,@vossroger
80900,Venge 2012 Juliana Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,90,37.0,,
80904,Westerly 2011 Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,US,90,20.0,,
81035,Domaine Thomas & Fils 2011 La Crêle  (Sancerre),Sauvignon Blanc,France,90,20.0,Roger Voss,@vossroger
81077,Bougrier 2015 Pure Loire Sauvignon Blanc (Touraine),Sauvignon Blanc,France,84,15.0,Roger Voss,@vossroger
81078,Bougrier 2015 Sauvignon Blanc (Val de Loire),Sauvignon Blanc,France,84,11.0,Roger Voss,@vossroger
81080,Lagana 2014 Sagemoor Vineyard Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,US,84,18.0,Sean P. Sullivan,@wawinereport
81084,Lacheteau 2015  Pouilly-Fumé,Sauvignon Blanc,France,84,12.0,Roger Voss,@vossroger
81087,100 Percent Wine 2014 All Profits to Charity Sauvignon Blanc (California),Sauvignon Blanc,US,84,18.0,Jim Gordon,@gordone_cellars
81092,Finca Las Moras 2015 Alma Mora Sauvignon Blanc (San Juan),Sauvignon Blanc,Argentina,84,12.0,Michael Schachner,@wineschach
81098,Hervé Baudry 2015 Romana  (Sancerre),Sauvignon Blanc,France,84,20.0,Roger Voss,@vossroger
81143,Salvestrin 2014 LeBlanc Crystal Springs Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,87,24.0,Virginie Boone,@vboone
81144,Leto 2013 The Hidden One Old Vine Sauvignon Blanc (St. Helena),Sauvignon Blanc,US,87,29.0,Virginie Boone,@vboone
81160,Petroni 2010 Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,US,84,24.0,,
81168,Lapostolle 2011 Casa Grand Selection Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Chile,84,12.0,Michael Schachner,@wineschach
